Day of the Week,Field Contact Date,Street Number,Street Name,City
Fri,06/16/2017 02:01:00 AM,7400,RIDGE,CHICAGO
Fri,06/16/2017 01:51:00 AM,7400,RIDGE,
Fri,06/16/2017 12:03:00 AM,7400,RIDGE,CHICAGO
Wed,06/14/2017 12:52:00 PM,1600,EMERSON ST,EVANSTON
Wed,06/14/2017 12:40:00 PM,1600,EMERSON ST,EVANSTON
Wed,06/14/2017 11:32:00 AM,700,CASE ST,EVANSTON
Wed,06/14/2017 11:10:00 AM,600,HOWARD ST,EVANSTON
Wed,06/14/2017 01:40:00 AM,900,FLORENCE AV,EVANSTON
Tue,06/13/2017 07:25:00 PM,2100,EMERSON ST,EVANSTON
Tue,06/13/2017 05:06:00 PM,7600,PAULINA ST,CHICAGO
Tue,06/13/2017 01:37:00 PM,7400,DAMEN AV,CHICAGO
Mon,06/12/2017 01:37:00 PM,7400,DAMEN AV,CHICAGO
Mon,06/12/2017 01:37:00 PM,7400,DAMEN AV,CHICAGO
Mon,06/12/2017 01:34:00 AM,300,DODGE AV,EVANSTON
Mon,06/12/2017 01:34:00 AM,300,DODGE AV,EVANSTON
Sun,06/11/2017 01:12:00 AM,800,CHICAGO AV,EVANSTON
Fri,06/09/2017 05:59:00 PM,1800,DARROW AV,EVANSTON
Fri,06/09/2017 01:00:00 PM,1400,HINMAN AV,EVANSTON
Fri,06/09/2017 12:09:00 PM,1800,HOWARD ST,EVANSTON
Fri,06/09/2017 10:29:00 AM,7600,CLARK ST,CHICAGO
Wed,06/07/2017 01:53:00 PM,1400,CHICAGO AV,EVANSTON
Wed,06/07/2017 02:57:00 AM,600,SHERIDAN SQ,EVANSTON
Wed,06/07/2017 01:34:00 AM,600,SHERIDAN SQ,EVANSTON
Wed,06/07/2017 01:34:00 AM,600,SHERIDAN SQ,EVANSTON
Mon,06/05/2017 08:23:00 PM,2200,EMERSON ST/HARTREY AV,EVANSTON
Mon,06/05/2017 06:17:00 PM,1900,RIDGE AV,EVANSTON
Mon,06/05/2017 05:41:00 PM,400,DODGE AV,EVANSTON
Mon,06/05/2017 05:13:00 PM,400,DODGE AV,EVANSTON
Mon,06/05/2017 05:13:00 PM,400,DODGE AV,EVANSTON
Mon,06/05/2017 03:58:00 PM,600,HOWARD ST,EVANSTON
Mon,06/05/2017 03:58:00 PM,600,HOWARD ST,EVANSTON
Mon,06/05/2017 03:58:00 PM,600,HOWARD ST,EVANSTON
Mon,06/05/2017 03:58:00 PM,600,HOWARD ST,EVANSTON
Mon,06/05/2017 07:55:00 AM,900,HINMAN AV,EVANSTON
Sat,06/03/2017 04:53:00 PM,2000,DODGE AV,EVANSTON
Fri,06/02/2017 05:38:00 PM,300,MAIN ST,EVANSTON
Thu,06/01/2017 07:22:00 PM,400,RIDGE AV,EVANSTON
Sun,05/28/2017 07:36:00 PM,2100,DARROW AV,EVANSTON
Sat,05/27/2017 02:34:00 AM,1700,MC DANIEL AV,EVANSTON
Sat,05/27/2017 01:35:00 AM,600,SHERIDAN SQ,EVANSTON
Sat,05/27/2017 01:35:00 AM,600,SHERIDAN SQ,EVANSTON
Fri,05/26/2017 11:12:00 PM,0,KEDZIE ST,EVANSTON
Fri,05/26/2017 11:12:00 PM,0,KEDZIE ST,EVANSTON
Fri,05/26/2017 11:12:00 PM,0,KEDZIE ST,EVANSTON
Fri,05/26/2017 01:59:00 PM,1600,PITNER AV,EVANSTON
Thu,05/25/2017 02:36:00 AM,2000,GREENWOOD ST,EVANSTON
Thu,05/25/2017 02:36:00 AM,2000,GREENWOOD ST,EVANSTON
Thu,05/25/2017 12:13:00 AM,1800,LELAND AV,EVANSTON
Wed,05/24/2017 11:55:00 PM,1800,LELAND AV,EVANSTON
Wed,05/24/2017 01:15:00 PM,1000,RIDGE AV,EVANSTON
Wed,05/24/2017 01:15:00 PM,1000,RIDGE AV,EVANSTON
Wed,05/24/2017 01:15:00 PM,1000,RIDGE AV,EVANSTON
Mon,05/22/2017 06:52:00 PM,1200,MC DANIEL AV,EVANSTON
Mon,05/22/2017 02:06:00 AM,0,RIDGE AV/HOWARD ST,EVANSTON
Sun,05/21/2017 05:34:00 PM,2400,DEMPSTER ST,EVANSTON
Sun,05/21/2017 01:09:00 AM,0,ASBURY AV/HOWARD ST,EVANSTON
Sun,05/21/2017 12:59:00 AM,0,ASBURY AV/HOWARD ST,EVANSTON
Sun,05/21/2017 12:52:00 AM,0,ASBURY AV/HOWARD ST,EVANSTON
Sat,05/20/2017 07:08:00 PM,2600,GRANT ST,EVANSTON
Fri,05/19/2017 10:39:00 PM,500,CHICAGO AV,EVANSTON
Fri,05/19/2017 07:36:00 PM,500,CHICAGO AV,EVANSTON
Fri,05/19/2017 01:30:00 PM,100,ASBURY AV,EVANSTON
Fri,05/19/2017 01:07:00 PM,100,ASBURY AV,EVANSTON
Fri,05/19/2017 12:34:00 AM,700,HOWARD ST,EVANSTON
Thu,05/18/2017 07:43:00 PM,600,HOWARD ST,EVANSTON
Thu,05/18/2017 07:30:00 PM,600,HOWARD ST,EVANSTON
Thu,05/18/2017 03:16:00 PM,1800,HARTREY AV,EVANSTON
Thu,05/18/2017 12:00:00 AM,600,CHURCH ST,EVANSTON
Wed,05/17/2017 06:11:00 PM,7700,PAULINA ST,CHICAGO
Wed,05/17/2017 06:06:00 PM,7700,PAULINA ST,CHICAGO
Tue,05/16/2017 06:47:00 PM,2200,EMERSON ST,EVANSTON
Tue,05/16/2017 06:47:00 PM,2200,EMERSON ST,EVANSTON
Tue,05/16/2017 06:07:00 PM,2400,DEMPSTER ST,EVANSTON
Mon,05/15/2017 05:47:00 PM,7700,PAULINA ST,CHICAGO
Mon,05/15/2017 04:56:00 PM,1100,CHURCH ST,EVANSTON
Mon,05/15/2017 02:22:00 AM,3300,HOWARD ST/MC CORMICK BL,SKOKIE
Sun,05/14/2017 11:46:00 PM,1500,PITNER AV,EVANSTON
Sun,05/14/2017 11:46:00 PM,1500,PITNER AV,EVANSTON
Sun,05/14/2017 11:46:00 PM,1500,PITNER AV,EVANSTON
Sun,05/14/2017 11:46:00 PM,1500,PITNER AV,EVANSTON
Sun,05/14/2017 10:17:00 PM,2400,DEMPSTER ST,EVANSTON
Sun,05/14/2017 07:00:00 PM,2400,DEMPSTER ST,EVANSTON
Sun,05/14/2017 07:00:00 PM,2400,DEMPSTER ST,EVANSTON
Sun,05/14/2017 07:00:00 PM,2400,DEMPSTER ST,EVANSTON
Sun,05/14/2017 05:14:00 PM,2300,HARTREY AV,EVANSTON
Sun,05/14/2017 05:08:00 PM,2300,HARTREY AV,EVANSTON
Sat,05/13/2017 08:50:00 PM,1900,FOSTER ST,EVANSTON
Sat,05/13/2017 04:26:00 AM,1900,JACKSON AV,EVANSTON
Fri,05/12/2017 09:30:00 PM,100,CUSTER AV,EVANSTON
Fri,05/12/2017 09:21:00 PM,100,CUSTER AV,EVANSTON
Fri,05/12/2017 03:33:00 PM,1800,EMERSON ST,EVANSTON
Fri,05/12/2017 03:33:00 PM,1800,EMERSON ST,EVANSTON
Fri,05/12/2017 02:02:00 AM,1500,PITNER AV,EVANSTON
Thu,05/11/2017 11:42:00 PM,1500,PITNER AV,EVANSTON
Wed,05/10/2017 11:27:00 PM,600,MULFORD ST,EVANSTON
Wed,05/10/2017 11:27:00 PM,600,MULFORD ST,EVANSTON
Wed,05/10/2017 05:39:00 PM,2000,ASHLAND AV,EVANSTON
Wed,05/10/2017 05:20:00 PM,2000,HOWARD ST/DAMEN AV,CHICAGO
Wed,05/10/2017 02:34:00 AM,2500,HOWARD ST,EVANSTON
Wed,05/10/2017 02:28:00 AM,2500,HOWARD ST,EVANSTON
Wed,05/10/2017 01:46:00 AM,2500,HOWARD ST,EVANSTON
Mon,05/08/2017 06:11:00 PM,1800,LAUREL AV,EVANSTON
Sun,05/07/2017 05:36:00 PM,1700,ASHLAND AV,EVANSTON
Sun,05/07/2017 05:36:00 PM,1700,ASHLAND AV,EVANSTON
Sun,05/07/2017 05:36:00 PM,1700,ASHLAND AV,EVANSTON
Sun,05/07/2017 05:36:00 PM,1700,ASHLAND AV,EVANSTON
Sun,05/07/2017 05:36:00 PM,1700,ASHLAND AV,EVANSTON
Sat,05/06/2017 01:47:00 PM,1000,DODGE AV,EVANSTON
Sat,05/06/2017 01:09:00 PM,100,ASBURY AV,EVANSTON
Sat,05/06/2017 01:09:00 PM,100,ASBURY AV,EVANSTON
Sat,05/06/2017 12:36:00 AM,1000,ASBURY AV,EVANSTON
Fri,05/05/2017 10:23:00 PM,1000,ASBURY AV,EVANSTON
Fri,05/05/2017 10:23:00 PM,1000,ASBURY AV,EVANSTON
Fri,05/05/2017 10:23:00 PM,1000,ASBURY AV,EVANSTON
Fri,05/05/2017 07:00:00 PM,2100,GREEN BAY RD,EVANSTON
Fri,05/05/2017 05:44:00 PM,1200,EMERSON ST,EVANSTON
Thu,05/04/2017 10:04:00 PM,400,RIDGE AV,EVANSTON
Thu,05/04/2017 01:25:00 AM,100,ASBURY AV,EVANSTON
Tue,05/02/2017 11:54:00 PM,500,HOWARD ST/CHICAGO AV,EVANSTON
Tue,05/02/2017 11:27:00 PM,500,HOWARD ST/CHICAGO AV,EVANSTON
Tue,05/02/2017 05:43:00 PM,1800,DODGE AV,EVANSTON
Tue,05/02/2017 01:41:00 AM,100,RIDGE AV,EVANSTON
Tue,05/02/2017 01:41:00 AM,100,RIDGE AV,EVANSTON
Mon,05/01/2017 09:43:00 PM,800,HOWARD ST,EVANSTON
Mon,05/01/2017 08:40:00 PM,800,HOWARD ST,EVANSTON
Sun,04/30/2017 05:25:00 PM,1800,EMERSON ST,EVANSTON
Fri,04/28/2017 01:55:00 AM,2000,ASHLAND AV,EVANSTON
Thu,04/27/2017 07:49:00 PM,1700,DEMPSTER ST,EVANSTON
Wed,04/26/2017 09:47:00 PM,1900,DEMPSTER ST,EVANSTON
Wed,04/26/2017 09:36:00 PM,1900,DEMPSTER ST,EVANSTON
Tue,04/25/2017 10:20:00 PM,1400,GREY AV,EVANSTON
Tue,04/25/2017 06:30:00 PM,1400,GREY AV,EVANSTON
Tue,04/25/2017 10:27:00 AM,2200,GREENWOOD ST,EVANSTON
Tue,04/25/2017 02:06:00 AM,1400,DARROW AV/GREENWOOD ST,EVANSTON
Tue,04/25/2017 01:51:00 AM,1400,DARROW AV/GREENWOOD ST,EVANSTON
Mon,04/24/2017 04:16:00 PM,2400,DEMPSTER ST,EVANSTON
Sat,04/22/2017 12:18:00 AM,600,CHICAGO AV,EVANSTON
Fri,04/21/2017 09:54:00 PM,300,DEWEY AV,EVANSTON
Fri,04/21/2017 09:45:00 PM,7000,SHERIDAN RD/LUNT AV,CHICAGO
Fri,04/21/2017 09:45:00 PM,7000,SHERIDAN RD/LUNT AV,CHICAGO
Fri,04/21/2017 08:40:00 PM,300,DEWEY AV,EVANSTON
Fri,04/21/2017 08:36:00 PM,300,DEWEY AV,EVANSTON
Fri,04/21/2017 12:11:00 AM,2200,OAKTON ST,EVANSTON
Thu,04/20/2017 04:40:00 PM,1600,CHURCH ST,EVANSTON
Thu,04/20/2017 12:29:00 AM,500,RIDGE AV/OAKTON ST,EVANSTON
Thu,04/20/2017 12:29:00 AM,500,RIDGE AV/OAKTON ST,EVANSTON
Thu,04/20/2017 12:29:00 AM,1000,OAKTON ST/RIDGE AV,EVANSTON
Wed,04/19/2017 11:57:00 PM,1000,FLORENCE AV,EVANSTON
Wed,04/19/2017 10:02:00 PM,200,CUSTER AV/BRUMMEL ST,EVANSTON
Tue,04/18/2017 06:36:00 PM,200,RIDGE AV,EVANSTON
Tue,04/18/2017 05:05:00 PM,300,RIDGE AV,EVANSTON
Mon,04/17/2017 08:36:00 PM,2300,EMERSON ST,EVANSTON
Mon,04/17/2017 04:53:00 PM,2400,MAIN ST,EVANSTON
Sun,04/16/2017 04:12:00 PM,1600,DODGE AV,EVANSTON
Sun,04/16/2017 04:12:00 PM,1600,DODGE AV,EVANSTON
Fri,04/14/2017 11:09:00 PM,1700,LYONS ST,EVANSTON
Fri,04/14/2017 08:43:00 PM,1400,DARROW AV,EVANSTON
Fri,04/14/2017 06:47:00 PM,4000,OAKTON,SKOKIE
Fri,04/14/2017 06:47:00 PM,4000,OAKTON ST,SKOKIE
Fri,04/14/2017 06:47:00 PM,4000,OAKTON ST,SKOKIE
Fri,04/14/2017 04:28:00 PM,2100,MC CORMICK BL,EVANSTON
Thu,04/13/2017 07:45:00 PM,1900,MAPLE AV,EVANSTON
Thu,04/13/2017 02:11:00 AM,,RIDGE AV/SEWERD ST,EVANSTON
Wed,04/12/2017 05:05:00 PM,2100,HOWARD ST,EVANSTON
Tue,04/11/2017 06:43:00 PM,1500,PITNER AV,EVANSTON
Tue,04/11/2017 06:43:00 PM,1500,PITNER AV,EVANSTON
Tue,04/11/2017 06:43:00 PM,1500,PITNER AV,EVANSTON
Tue,04/11/2017 10:48:00 AM,2400,MAIN ST,EVANSTON
Mon,04/10/2017 07:05:00 PM,1800,EMERSON ST,EVANSTON
Sun,04/09/2017 06:00:00 PM,600,HOWARD ST,EVANSTON
Sun,04/09/2017 02:29:00 PM,2400,MAIN ST,EVANSTON
Sat,04/08/2017 12:15:00 AM,2400,MAIN ST,EVANSTON
Fri,04/07/2017 11:39:00 PM,8600,MC CORMICK BL/DEMPSTER ST,SKOKIE
Fri,04/07/2017 11:34:00 PM,8600,MC CORMICK BL/DEMPSTER ST,SKOKIE
Fri,04/07/2017 11:24:00 PM,8600,MC CORMICK BL/DEMPSTER ST,SKOKIE
Fri,04/07/2017 11:18:00 PM,1900,HOVLAND CT/EMERSON ST,EVANSTON
Fri,04/07/2017 11:09:00 PM,900,MC DANIEL AV/BRADLEY PL,EVANSTON
Fri,04/07/2017 10:58:00 PM,900,MC DANIEL AV/BRADLEY PL,EVANSTON
Fri,04/07/2017 10:50:00 PM,900,MC DANIEL AV/BRADLEY PL,EVANSTON
Fri,04/07/2017 02:52:00 AM,1000,CHICAGO AV,EVANSTON
Fri,04/07/2017 01:23:00 AM,600,CASE PL,EVANSTON
Wed,04/05/2017 03:11:00 AM,1300,HARTREY AV,EVANSTON
Mon,04/03/2017 07:52:00 PM,900,ASHLAND AV,EVANSTON
Mon,04/03/2017 11:30:00 AM,1500,MAIN ST,EVANSTON
Mon,04/03/2017 11:22:00 AM,1500,MAIN ST,EVANSTON
Sun,04/02/2017 06:32:00 PM,1900,ASBURY AV,EVANSTON
Sun,04/02/2017 04:01:00 PM,1900,ASBURY AV,EVANSTON
Sun,04/02/2017 12:10:00 AM,800,HOWARD ST,EVANSTON
Sat,04/01/2017 09:25:00 PM,800,HOWARD ST,EVANSTON
Sat,04/01/2017 11:44:00 AM,2600,CENTRAL ST,EVANSTON
Sat,04/01/2017 08:30:00 AM,2600,CENTRAL ST,EVANSTON
Sat,04/01/2017 08:00:00 AM,2600,CENTRAL ST,EVANSTON
Sat,04/01/2017 01:54:00 AM,700,OAKTON ST/CUSTER AV,EVANSTON
Fri,03/31/2017 11:38:00 PM,7400,RIDGE,
Thu,03/30/2017 04:24:00 PM,9100,EWING AV,SKOKIE
Tue,03/28/2017 11:44:00 AM,2100,HOWARD ST,EVANSTON
Tue,03/28/2017 11:17:00 AM,2100,HOWARD ST,EVANSTON
Tue,03/28/2017 01:47:00 AM,200,DODGE AV,EVANSTON
Tue,03/28/2017 01:47:00 AM,200,DODGE AV,EVANSTON
Tue,03/28/2017 12:22:00 AM,9200,EAST PRAIRIE RD,SKOKIE
Mon,03/27/2017 09:43:00 PM,300,DODGE AV,EVANSTON
Mon,03/27/2017 09:09:00 PM,300,DODGE AV,EVANSTON
Mon,03/27/2017 09:09:00 PM,300,DODGE AV,EVANSTON
Mon,03/27/2017 08:04:00 PM,1000,HOWARD ST,EVANSTON
Sun,03/26/2017 11:29:00 PM,800,SHERIDAN RD,EVANSTON
Sun,03/26/2017 11:29:00 PM,800,SHERIDAN RD,EVANSTON
Sun,03/26/2017 10:36:00 PM,100,CALLAN AV,EVANSTON
Sun,03/26/2017 09:49:00 PM,1700,HARTREY AV,EVANSTON
Sun,03/26/2017 09:46:00 PM,1700,HARTREY AV,EVANSTON
Fri,03/24/2017 09:44:00 PM,1600,FOSTER ST/ASHLAND AV,EVANSTON
Fri,03/24/2017 09:01:00 PM,1600,MC DANIEL AV,EVANSTON
Thu,03/23/2017 08:23:00 PM,1200,PITNER AV,EVANSTON
Thu,03/23/2017 08:12:00 PM,1200,PITNER AV,EVANSTON
Thu,03/23/2017 06:07:00 PM,1200,PITNER AV,EVANSTON
Thu,03/23/2017 06:07:00 PM,1200,PITNER AV,EVANSTON
Thu,03/23/2017 04:31:00 PM,1800,SIMPSON ST,EVANSTON
Thu,03/23/2017 12:11:00 AM,800,MULFORD ST,EVANSTON
Wed,03/22/2017 08:07:00 PM,1900,EMERSON ST,EVANSTON
Tue,03/21/2017 07:08:00 PM,2100,HOWARD ST/HOYNE AV,CHICAGO
Tue,03/21/2017 01:30:00 AM,2300,DEMPSTER ST/PITNER AV,EVANSTON
Mon,03/20/2017 11:11:00 PM,2300,DEMPSTER ST/PITNER AV,EVANSTON
Mon,03/20/2017 11:10:00 PM,2300,DEMPSTER ST/PITNER AV,EVANSTON
Mon,03/20/2017 08:49:00 PM,1900,ASBURY AV,EVANSTON
Mon,03/20/2017 07:25:00 PM,600,CUSTER AV,EVANSTON
Sun,03/19/2017 10:03:00 PM,1200,ASBURY AV,EVANSTON
Sun,03/19/2017 04:50:00 PM,1600,HOWARD ST,EVANSTON
Sun,03/19/2017 01:46:00 PM,2200,HOWARD ST,EVANSTON
Sat,03/18/2017 10:38:00 PM,600,LAKE ST/CHICAGO AV,EVANSTON
Sat,03/18/2017 07:30:00 PM,2400,MAIN ST,EVANSTON
Sat,03/18/2017 06:55:00 PM,2400,DEMPSTER ST,EVANSTON
Sat,03/18/2017 01:31:00 AM,400,RIDGE AV,EVANSTON
Sat,03/18/2017 01:31:00 AM,400,RIDGE AV,EVANSTON
Sat,03/18/2017 01:31:00 AM,400,RIDGE AV,EVANSTON
Fri,03/17/2017 05:03:00 AM,1900,MAIN ST,EVANSTON
Fri,03/17/2017 02:19:00 AM,3400,CHURCH ST/EAST PRAIRIE RD,SKOKIE
Thu,03/16/2017 12:15:00 AM,1200,GREENLEAF ST,EVANSTON
Wed,03/15/2017 07:09:00 PM,1600,DODGE AV,EVANSTON
Wed,03/15/2017 06:37:00 PM,1800,WESLEY AV,EVANSTON
Wed,03/15/2017 02:55:00 PM,3300,MAIN ST,SKOKIE
Wed,03/15/2017 02:17:00 PM,3300,MAIN ST,SKOKIE
Wed,03/15/2017 02:17:00 PM,3300,MAIN ST,SKOKIE
Wed,03/15/2017 05:27:00 AM,200,CALLAN AV,EVANSTON
Wed,03/15/2017 02:00:00 AM,1300,MC DANIEL AV,EVANSTON
Tue,03/14/2017 04:44:00 PM,1800,ASBURY AV,EVANSTON
Tue,03/14/2017 04:44:00 PM,1800,ASBURY AV,EVANSTON
Tue,03/14/2017 01:27:00 AM,1800,BIRCHWOOD AV/CLARK ST,CHICAGO
Sun,03/12/2017 09:35:00 PM,700,HOWARD ST,EVANSTON
Sun,03/12/2017 09:28:00 PM,700,HOWARD ST,EVANSTON
Sun,03/12/2017 08:49:00 PM,1100,CHICAGO AV,EVANSTON
Sun,03/12/2017 12:08:00 AM,700,SEWARD ST,EVANSTON
Sat,03/11/2017 10:29:00 PM,1200,CHURCH ST,EVANSTON
Sat,03/11/2017 10:18:00 PM,1200,CHURCH ST,EVANSTON
Fri,03/10/2017 04:08:00 PM,1300,HARTREY AV,EVANSTON
Fri,03/10/2017 01:45:00 AM,1700,LEE ST,EVANSTON
Wed,03/08/2017 11:10:00 PM,300,DODGE AV,EVANSTON
Wed,03/08/2017 11:05:00 PM,300,DODGE AV,EVANSTON
Wed,03/08/2017 11:05:00 PM,300,DODGE AV,EVANSTON
Wed,03/08/2017 11:05:00 PM,300,DODGE AV,EVANSTON
Tue,03/07/2017 10:08:00 PM,2900,CENTRAL ST,EVANSTON
Tue,03/07/2017 08:40:00 PM,2900,CENTRAL ST,EVANSTON
Mon,03/06/2017 10:30:00 PM,2400,EMERSON ST,EVANSTON
Mon,03/06/2017 09:17:00 PM,800,DAVIS ST,EVANSTON
Mon,03/06/2017 03:23:00 PM,1700,DARROW AV,EVANSTON
Sun,03/05/2017 05:48:00 PM,1900,DEMPSTER ST,EVANSTON
Sun,03/05/2017 05:48:00 PM,1900,DEMPSTER ST,EVANSTON
Sun,03/05/2017 05:48:00 PM,1900,DEMPSTER ST,EVANSTON
Sun,03/05/2017 05:16:00 PM,1800,CHURCH ST,EVANSTON
Sun,03/05/2017 05:16:00 PM,1800,CHURCH ST,EVANSTON
Sun,03/05/2017 04:46:00 PM,2700,CRAWFORD AV,EVANSTON
Sat,03/04/2017 11:50:00 PM,1900,GREENWOOD ST/DODGE AV,EVANSTON
Sat,03/04/2017 07:58:00 PM,1800,DODGE AV,EVANSTON
Sat,03/04/2017 07:53:00 PM,1800,DODGE AV,EVANSTON
Sat,03/04/2017 07:53:00 PM,1800,DODGE AV,EVANSTON
Sat,03/04/2017 07:31:00 PM,,CALIFORNIA/TOUHY,CHICAGO
Fri,03/03/2017 11:45:00 PM,400,HOWARD ST,EVANSTON
Fri,03/03/2017 11:45:00 PM,400,HOWARD ST,EVANSTON
Fri,03/03/2017 09:54:00 AM,800,DAVIS ST,EVANSTON
Fri,03/03/2017 01:22:00 AM,1600,LAKE ST,EVANSTON
Fri,03/03/2017 01:10:00 AM,1600,LAKE ST,EVANSTON
Fri,03/03/2017 12:33:00 AM,1800,LELAND AV,EVANSTON
Thu,03/02/2017 11:30:00 PM,2300,NOYES CT,EVANSTON
Thu,03/02/2017 07:07:00 PM,1400,DARROW AV,EVANSTON
Thu,03/02/2017 06:59:00 PM,2000,ASHLAND AV,EVANSTON
Thu,03/02/2017 06:59:00 PM,2000,ASHLAND AV,EVANSTON
Thu,03/02/2017 06:00:00 PM,1400,DARROW AV,EVANSTON
Thu,03/02/2017 04:51:00 PM,1400,GREY AV,EVANSTON
Thu,03/02/2017 04:39:00 PM,1600,MADISON ST,EVANSTON
Thu,03/02/2017 02:43:00 AM,1100,PITNER AV,EVANSTON
Thu,03/02/2017 02:43:00 AM,1100,PITNER AV,EVANSTON
Thu,03/02/2017 01:14:00 AM,1800,RIDGE AV,EVANSTON
Wed,03/01/2017 11:34:00 PM,1500,MC DANIEL AV,EVANSTON
Wed,03/01/2017 11:34:00 PM,1500,MC DANIEL AV,EVANSTON
Wed,03/01/2017 07:16:00 PM,1500,PITNER AV,EVANSTON
Wed,03/01/2017 03:17:00 PM,1500,PITNER AV,EVANSTON
Wed,03/01/2017 03:17:00 PM,1500,PITNER AV,EVANSTON
Tue,02/28/2017 07:14:00 PM,2300,LAKE ST,EVANSTON
Tue,02/28/2017 06:57:00 PM,2300,LAKE ST,EVANSTON
Tue,02/28/2017 02:39:00 AM,1700,ORRINGTON AV,EVANSTON
Tue,02/28/2017 02:36:00 AM,1700,ORRINGTON AV,EVANSTON
Tue,02/28/2017 12:48:00 AM,600,SHERIDAN SQ,EVANSTON
Mon,02/27/2017 10:23:00 PM,1600,MC DANIEL AV,EVANSTON
Mon,02/27/2017 10:20:00 PM,1600,MC DANIEL AV,EVANSTON
Mon,02/27/2017 10:18:00 PM,1600,MC DANIEL AV,EVANSTON
Mon,02/27/2017 09:49:00 PM,1600,MC DANIEL AV,EVANSTON
Mon,02/27/2017 09:49:00 PM,1600,MC DANIEL AV,EVANSTON
Mon,02/27/2017 03:49:00 PM,1500,CHURCH ST,EVANSTON
Sun,02/26/2017 05:45:00 PM,7500,DAMEN AV,CHICAGO
Sun,02/26/2017 12:36:00 PM,500,JUDSON AV,EVANSTON
Sun,02/26/2017 07:35:00 AM,1100,LAKE SHORE BL,EVANSTON
Sun,02/26/2017 02:15:00 AM,2000,ASHLAND AV,EVANSTON
Sat,02/25/2017 11:58:00 PM,2400,EMERSON ST,EVANSTON
Sat,02/25/2017 11:52:00 PM,2400,EMERSON ST,EVANSTON
Sat,02/25/2017 11:49:00 PM,2400,EMERSON ST,EVANSTON
Sat,02/25/2017 11:44:00 PM,2400,EMERSON ST,EVANSTON
Sat,02/25/2017 11:41:00 PM,2400,EMERSON ST,EVANSTON
Sat,02/25/2017 10:33:00 PM,2400,EMERSON ST,EVANSTON
Sat,02/25/2017 03:53:00 PM,2200,GREENWOOD ST,EVANSTON
Sat,02/25/2017 12:43:00 AM,2300,LYONS ST/LAUREL AV,EVANSTON
Fri,02/24/2017 12:01:00 AM,,GOLF/EAST PRAIRIE,SKOKIE
Fri,02/24/2017 12:01:00 AM,,GOLF/EAST PRARIE,
Fri,02/24/2017 12:01:00 AM,,GOLF/EAST PRAIRIE,SKOKIE
Fri,02/24/2017 12:01:00 AM,,GOLF/EAST PRAIRIE,SKOKIE
Fri,02/24/2017 12:00:00 AM,,GOLF/EAST PRAIRIE,SKOKIE
Thu,02/23/2017 01:31:00 AM,700,CHICAGO AV,EVANSTON
Thu,02/23/2017 01:27:00 AM,700,CHICAGO AV,EVANSTON
Thu,02/23/2017 12:28:00 AM,900,FOREST AV,EVANSTON
Wed,02/22/2017 10:59:00 AM,600,CALLAN AV,EVANSTON
Wed,02/22/2017 10:43:00 AM,600,CALLAN AV,EVANSTON
Mon,02/20/2017 09:45:00 PM,1000,DODGE AV,EVANSTON
Mon,02/20/2017 09:45:00 PM,1000,DODGE AV,EVANSTON
Mon,02/20/2017 09:06:00 PM,1900,LAKE ST/DODGE AV,EVANSTON
Mon,02/20/2017 07:21:00 PM,2600,ELGIN RD,EVANSTON
Mon,02/20/2017 06:33:00 PM,2600,ELGIN RD,EVANSTON
Mon,02/20/2017 01:14:00 AM,100,KEDZIE ST,EVANSTON
Sun,02/19/2017 06:38:00 PM,1200,DODGE AV,EVANSTON
Sun,02/19/2017 05:46:00 PM,1500,DOBSON ST,EVANSTON
Sun,02/19/2017 05:46:00 PM,1500,DOBSON ST,EVANSTON
Sat,02/18/2017 11:59:00 PM,1000,ASBURY AV,EVANSTON
Sat,02/18/2017 11:59:00 PM,1000,ASBURY AV,EVANSTON
Sat,02/18/2017 01:49:00 AM,1800,FOSTER ST/DARROW AV,EVANSTON
Sat,02/18/2017 12:15:00 AM,1000,ASBURY AV,EVANSTON
Fri,02/17/2017 11:09:00 PM,1000,FOWLER AV/NATHANIEL PL,EVANSTON
Fri,02/17/2017 07:58:00 PM,2000,DODGE AV/FOSTER ST,EVANSTON
Fri,02/17/2017 07:56:00 PM,2000,DODGE AV/FOSTER ST,EVANSTON
Fri,02/17/2017 05:38:00 PM,2000,JACKSON AV,EVANSTON
Fri,02/17/2017 05:38:00 PM,2000,JACKSON AV,EVANSTON
Thu,02/16/2017 03:46:00 AM,2200,MAIN ST,EVANSTON
Thu,02/16/2017 03:20:00 AM,2200,MAIN ST,EVANSTON
Thu,02/16/2017 02:51:00 AM,1800,DARROW AV/LYONS ST,EVANSTON
Thu,02/16/2017 02:42:00 AM,300,ASBURY AV,EVANSTON
Thu,02/16/2017 02:17:00 AM,1800,DARROW AV/LYONS ST,EVANSTON
Wed,02/15/2017 12:05:00 AM,1900,FOSTER ST,EVANSTON
Tue,02/14/2017 09:49:00 PM,1600,SIMPSON ST/ASHLAND AV,EVANSTON
Tue,02/14/2017 09:46:00 PM,1600,SIMPSON ST/ASHLAND AV,EVANSTON
Tue,02/14/2017 09:42:00 PM,1600,SIMPSON ST/ASHLAND AV,EVANSTON
Tue,02/14/2017 12:20:00 AM,1600,FOSTER ST/ASHLAND AV,EVANSTON
Tue,02/14/2017 12:16:00 AM,1600,FOSTER ST/ASHLAND AV,EVANSTON
